YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2001,1,ID,Total Electric Power Industry,Hydroelectric Conventional,"526,211"
2001,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"43,491"
2001,1,ID,Total Electric Power Industry,Other,"9,793"
2001,1,ID,Total Electric Power Industry,Total,"605,338"
2001,1,ID,"Electric Generators, Electric Utilities",Petroleum,926
2001,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"504,154"
2001,1,ID,"Electric Generators, Electric Utilities",Total,"505,080"
2001,1,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"22,057"
2001,1,ID,"Electric Generators, Independent Power Producers",Total,"22,057"
2001,1,ID,"Combined Heat and Power, Electric Power",Natural Gas,"10,643"
2001,1,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"2,489"
2001,1,ID,"Combined Heat and Power, Electric Power",Total,"13,132"
2001,1,ID,"Combined Heat and Power, Industrial Power",Coal,"4,716"
2001,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"9,558"
2001,1,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"41,002"
2001,1,ID,"Combined Heat and Power, Industrial Power",Other,"9,793"
2001,1,ID,"Combined Heat and Power, Industrial Power",Total,"65,069"
2001,1,IL,Total Electric Power Industry,Coal,"7,539,572"
2001,1,IL,Total Electric Power Industry,Petroleum,"17,066"
2001,1,IL,Total Electric Power Industry,Natural Gas,"137,681"
2001,1,IL,Total Electric Power Industry,Other Gases,"28,111"
2001,1,IL,Total Electric Power Industry,Nuclear,"8,237,539"
2001,1,IL,Total Electric Power Industry,Hydroelectric Conventional,"12,599"
2001,1,IL,Total Electric Power Industry,Other Biomass,"59,136"
2001,1,IL,Total Electric Power Industry,Other,"7,665"
2001,1,IL,Total Electric Power Industry,Total,"16,039,369"
2001,1,IL,"Electric Generators, Electric Utilities",Coal,"2,825,263"
2001,1,IL,"Electric Generators, Electric Utilities",Petroleum,"5,172"
2001,1,IL,"Electric Generators, Electric Utilities",Natural Gas,"9,770"
2001,1,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"5,487"
2001,1,IL,"Electric Generators, Electric Utilities",Other Biomass,"4,534"
2001,1,IL,"Electric Generators, Electric Utilities",Other,"3,420"
2001,1,IL,"Electric Generators, Electric Utilities",Total,"2,853,646"
2001,1,IL,"Electric Generators, Independent Power Producers",Coal,"4,534,192"
2001,1,IL,"Electric Generators, Independent Power Producers",Petroleum,"10,234"
2001,1,IL,"Electric Generators, Independent Power Producers",Natural Gas,"31,878"
2001,1,IL,"Electric Generators, Independent Power Producers",Nuclear,"8,237,539"
2001,1,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"6,846"
2001,1,IL,"Electric Generators, Independent Power Producers",Other Biomass,"33,405"
2001,1,IL,"Electric Generators, Independent Power Producers",Other,"3,115"
2001,1,IL,"Electric Generators, Independent Power Producers",Total,"12,857,209"
2001,1,IL,"Combined Heat and Power, Electric Power",Coal,"7,759"
2001,1,IL,"Combined Heat and Power, Electric Power",Natural Gas,"43,160"
2001,1,IL,"Combined Heat and Power, Electric Power",Other Biomass,"15,128"
2001,1,IL,"Combined Heat and Power, Electric Power",Total,"66,047"
2001,1,IL,"Combined Heat and Power, Commercial Power",Coal,"2,911"
2001,1,IL,"Combined Heat and Power, Commercial Power",Petroleum,311
2001,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas,"17,791"
2001,1,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,266
2001,1,IL,"Combined Heat and Power, Commercial Power",Other Biomass,10
2001,1,IL,"Combined Heat and Power, Commercial Power",Total,"21,289"
2001,1,IL,"Combined Heat and Power, Industrial Power",Coal,"169,447"
2001,1,IL,"Combined Heat and Power, Industrial Power",Petroleum,"1,349"
2001,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"35,082"
2001,1,IL,"Combined Heat and Power, Industrial Power",Other Gases,"28,111"
2001,1,IL,"Combined Heat and Power, Industrial Power",Other Biomass,"6,059"
2001,1,IL,"Combined Heat and Power, Industrial Power",Other,"1,130"
2001,1,IL,"Combined Heat and Power, Industrial Power",Total,"241,178"
2001,1,IN,Total Electric Power Industry,Coal,"10,474,896"
2001,1,IN,Total Electric Power Industry,Petroleum,"46,184"
2001,1,IN,Total Electric Power Industry,Natural Gas,"156,226"
2001,1,IN,Total Electric Power Industry,Other Gases,"208,592"
2001,1,IN,Total Electric Power Industry,Hydroelectric Conventional,"51,662"
2001,1,IN,Total Electric Power Industry,Other Biomass,"8,617"
2001,1,IN,Total Electric Power Industry,Other,"1,245"
2001,1,IN,Total Electric Power Industry,Total,"10,947,422"
2001,1,IN,"Electric Generators, Electric Utilities",Coal,"10,192,860"
2001,1,IN,"Electric Generators, Electric Utilities",Petroleum,"35,753"
2001,1,IN,"Electric Generators, Electric Utilities",Natural Gas,"54,281"
2001,1,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"51,662"
2001,1,IN,"Electric Generators, Electric Utilities",Total,"10,334,556"
2001,1,IN,"Electric Generators, Independent Power Producers",Coal,"261,920"
2001,1,IN,"Electric Generators, Independent Power Producers",Natural Gas,"34,553"
2001,1,IN,"Electric Generators, Independent Power Producers",Other Biomass,"6,967"
2001,1,IN,"Electric Generators, Independent Power Producers",Total,"303,440"
2001,1,IN,"Combined Heat and Power, Electric Power",Coal,501
2001,1,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2001,1,IN,"Combined Heat and Power, Electric Power",Natural Gas,73
2001,1,IN,"Combined Heat and Power, Electric Power",Other Gases,356
2001,1,IN,"Combined Heat and Power, Electric Power",Total,930
2001,1,IN,"Combined Heat and Power, Commercial Power",Coal,"15,102"
2001,1,IN,"Combined Heat and Power, Commercial Power",Petroleum,236
2001,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas,957
2001,1,IN,"Combined Heat and Power, Commercial Power",Other Biomass,"1,650"
2001,1,IN,"Combined Heat and Power, Commercial Power",Other,"1,245"
2001,1,IN,"Combined Heat and Power, Commercial Power",Total,"19,190"
2001,1,IN,"Combined Heat and Power, Industrial Power",Coal,"4,513"
2001,1,IN,"Combined Heat and Power, Industrial Power",Petroleum,"10,195"
2001,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas,"66,362"
2001,1,IN,"Combined Heat and Power, Industrial Power",Other Gases,"208,236"
2001,1,IN,"Combined Heat and Power, Industrial Power",Total,"289,306"
2001,1,KS,Total Electric Power Industry,Coal,"3,054,603"
2001,1,KS,Total Electric Power Industry,Petroleum,"101,892"
2001,1,KS,Total Electric Power Industry,Natural Gas,"63,439"
2001,1,KS,Total Electric Power Industry,Nuclear,"888,118"
2001,1,KS,Total Electric Power Industry,Total,"4,108,052"
2001,1,KS,"Electric Generators, Electric Utilities",Coal,"3,054,603"
2001,1,KS,"Electric Generators, Electric Utilities",Petroleum,"101,698"
2001,1,KS,"Electric Generators, Electric Utilities",Natural Gas,"60,414"
2001,1,KS,"Electric Generators, Electric Utilities",Nuclear,"888,118"
2001,1,KS,"Electric Generators, Electric Utilities",Total,"4,104,833"
2001,1,KS,"Combined Heat and Power, Commercial Power",Natural Gas,157
2001,1,KS,"Combined Heat and Power, Commercial Power",Total,157
2001,1,KS,"Combined Heat and Power, Industrial Power",Petroleum,194
2001,1,KS,"Combined Heat and Power, Industrial Power",Natural Gas,"2,868"
2001,1,KS,"Combined Heat and Power, Industrial Power",Total,"3,062"
2001,1,KY,Total Electric Power Industry,Coal,"7,894,331"
2001,1,KY,Total Electric Power Industry,Petroleum,"7,214"
2001,1,KY,Total Electric Power Industry,Natural Gas,"22,234"
2001,1,KY,Total Electric Power Industry,Hydroelectric Conventional,"193,594"
2001,1,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,863
2001,1,KY,Total Electric Power Industry,Total,"8,118,236"
2001,1,KY,"Electric Generators, Electric Utilities",Coal,"6,851,893"
2001,1,KY,"Electric Generators, Electric Utilities",Petroleum,"7,099"
2001,1,KY,"Electric Generators, Electric Utilities",Natural Gas,"4,986"
2001,1,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"193,594"
2001,1,KY,"Electric Generators, Electric Utilities",Total,"7,057,572"
2001,1,KY,"Electric Generators, Independent Power Producers",Coal,"1,042,438"
2001,1,KY,"Electric Generators, Independent Power Producers",Petroleum,115
2001,1,KY,"Electric Generators, Independent Power Producers",Natural Gas,611
2001,1,KY,"Electric Generators, Independent Power Producers",Total,"1,043,164"
2001,1,KY,"Combined Heat and Power, Industrial Power",Natural Gas,"16,637"
2001,1,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,863
2001,1,KY,"Combined Heat and Power, Industrial Power",Total,"17,500"
2001,1,LA,Total Electric Power Industry,Coal,"2,127,592"
2001,1,LA,Total Electric Power Industry,Petroleum,"801,829"
2001,1,LA,Total Electric Power Industry,Natural Gas,"2,775,763"
2001,1,LA,Total Electric Power Industry,Other Gases,"34,910"
2001,1,LA,Total Electric Power Industry,Nuclear,"1,539,420"
2001,1,LA,Total Electric Power Industry,Hydroelectric Conventional,"6,457"
2001,1,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"219,594"
2001,1,LA,Total Electric Power Industry,Other Biomass,"6,582"
2001,1,LA,Total Electric Power Industry,Other,"82,856"
2001,1,LA,Total Electric Power Industry,Total,"7,595,003"
2001,1,LA,"Electric Generators, Electric Utilities",Coal,"1,150,316"
2001,1,LA,"Electric Generators, Electric Utilities",Petroleum,"630,237"
2001,1,LA,"Electric Generators, Electric Utilities",Natural Gas,"1,278,668"
2001,1,LA,"Electric Generators, Electric Utilities",Nuclear,"1,539,420"
2001,1,LA,"Electric Generators, Electric Utilities",Total,"4,598,641"
2001,1,LA,"Electric Generators, Independent Power Producers",Coal,"970,051"
2001,1,LA,"Electric Generators, Independent Power Producers",Petroleum,"14,205"
2001,1,LA,"Electric Generators, Independent Power Producers",Natural Gas,"7,229"
2001,1,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"6,457"
2001,1,LA,"Electric Generators, Independent Power Producers",Other Biomass,"5,749"
2001,1,LA,"Electric Generators, Independent Power Producers",Total,"1,003,691"
2001,1,LA,"Combined Heat and Power, Electric Power",Petroleum,"154,205"
2001,1,LA,"Combined Heat and Power, Electric Power",Total,"154,205"
2001,1,LA,"Combined Heat and Power, Commercial Power",Natural Gas,"1,907"
2001,1,LA,"Combined Heat and Power, Commercial Power",Total,"1,907"
2001,1,LA,"Combined Heat and Power, Industrial Power",Coal,"7,225"
2001,1,LA,"Combined Heat and Power, Industrial Power",Petroleum,"3,182"
2001,1,LA,"Combined Heat and Power, Industrial Power",Natural Gas,"1,487,959"
2001,1,LA,"Combined Heat and Power, Industrial Power",Other Gases,"34,910"
2001,1,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"219,594"
2001,1,LA,"Combined Heat and Power, Industrial Power",Other Biomass,833
2001,1,LA,"Combined Heat and Power, Industrial Power",Other,"82,856"
2001,1,LA,"Combined Heat and Power, Industrial Power",Total,"1,836,559"
2001,1,MA,Total Electric Power Industry,Coal,"1,125,766"
2001,1,MA,Total Electric Power Industry,Petroleum,"1,328,693"
2001,1,MA,Total Electric Power Industry,Natural Gas,"626,005"
2001,1,MA,Total Electric Power Industry,Nuclear,"491,137"
2001,1,MA,Total Electric Power Industry,Hydroelectric Conventional,"105,826"
2001,1,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"12,773"
2001,1,MA,Total Electric Power Industry,Other Biomass,"99,838"
2001,1,MA,Total Electric Power Industry,Pumped Storage,"-51,955"
2001,1,MA,Total Electric Power Industry,Other,"63,860"
2001,1,MA,Total Electric Power Industry,Total,"3,801,943"
2001,1,MA,"Electric Generators, Electric Utilities",Coal,"92,598"
2001,1,MA,"Electric Generators, Electric Utilities",Petroleum,"36,160"
2001,1,MA,"Electric Generators, Electric Utilities",Natural Gas,"4,299"
2001,1,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"12,546"
2001,1,MA,"Electric Generators, Electric Utilities",Total,"145,603"
2001,1,MA,"Electric Generators, Independent Power Producers",Coal,"1,028,283"
2001,1,MA,"Electric Generators, Independent Power Producers",Petroleum,"1,221,762"
2001,1,MA,"Electric Generators, Independent Power Producers",Natural Gas,"149,901"
2001,1,MA,"Electric Generators, Independent Power Producers",Nuclear,"491,137"
2001,1,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"92,092"
2001,1,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"12,751"
2001,1,MA,"Electric Generators, Independent Power Producers",Other Biomass,"84,411"
2001,1,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-51,955"
2001,1,MA,"Electric Generators, Independent Power Producers",Other,"61,538"
2001,1,MA,"Electric Generators, Independent Power Producers",Total,"3,089,920"
2001,1,MA,"Combined Heat and Power, Electric Power",Petroleum,"36,376"
2001,1,MA,"Combined Heat and Power, Electric Power",Natural Gas,"429,239"
2001,1,MA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,22
2001,1,MA,"Combined Heat and Power, Electric Power",Other Biomass,"13,414"
2001,1,MA,"Combined Heat and Power, Electric Power",Other,"2,322"
2001,1,MA,"Combined Heat and Power, Electric Power",Total,"481,373"
2001,1,MA,"Combined Heat and Power, Commercial Power",Petroleum,"11,673"
2001,1,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"32,888"
2001,1,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2001,1,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,013"
2001,1,MA,"Combined Heat and Power, Commercial Power",Total,"46,574"
2001,1,MA,"Combined Heat and Power, Industrial Power",Coal,"4,885"
2001,1,MA,"Combined Heat and Power, Industrial Power",Petroleum,"22,722"
2001,1,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"9,678"
2001,1,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"1,188"
2001,1,MA,"Combined Heat and Power, Industrial Power",Total,"38,473"
2001,1,MD,Total Electric Power Industry,Coal,"2,744,346"
2001,1,MD,Total Electric Power Industry,Petroleum,"365,825"
2001,1,MD,Total Electric Power Industry,Natural Gas,"54,407"
2001,1,MD,Total Electric Power Industry,Other Gases,"28,603"
2001,1,MD,Total Electric Power Industry,Nuclear,"1,293,872"
2001,1,MD,Total Electric Power Industry,Hydroelectric Conventional,"71,864"
2001,1,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,054"
2001,1,MD,Total Electric Power Industry,Other Biomass,"25,585"
2001,1,MD,Total Electric Power Industry,Other,"16,988"
2001,1,MD,Total Electric Power Industry,Total,"4,602,543"
2001,1,MD,"Electric Generators, Electric Utilities",Petroleum,"18,716"
2001,1,MD,"Electric Generators, Electric Utilities",Natural Gas,77
2001,1,MD,"Electric Generators, Electric Utilities",Total,"18,792"
2001,1,MD,"Electric Generators, Independent Power Producers",Coal,"2,620,463"
2001,1,MD,"Electric Generators, Independent Power Producers",Petroleum,"340,088"
2001,1,MD,"Electric Generators, Independent Power Producers",Natural Gas,"4,116"
2001,1,MD,"Electric Generators, Independent Power Producers",Nuclear,"1,293,872"
2001,1,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"71,864"
2001,1,MD,"Electric Generators, Independent Power Producers",Other Biomass,"15,718"
2001,1,MD,"Electric Generators, Independent Power Producers",Other,"10,785"
2001,1,MD,"Electric Generators, Independent Power Producers",Total,"4,356,906"
2001,1,MD,"Combined Heat and Power, Electric Power",Coal,"123,883"
2001,1,MD,"Combined Heat and Power, Electric Power",Petroleum,"7,017"
2001,1,MD,"Combined Heat and Power, Electric Power",Natural Gas,"45,464"
2001,1,MD,"Combined Heat and Power, Electric Power",Other Gases,"28,603"
2001,1,MD,"Combined Heat and Power, Electric Power",Other Biomass,"8,204"
2001,1,MD,"Combined Heat and Power, Electric Power",Other,"6,189"
2001,1,MD,"Combined Heat and Power, Electric Power",Total,"219,360"
2001,1,MD,"Combined Heat and Power, Commercial Power",Petroleum,4
2001,1,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,054"
2001,1,MD,"Combined Heat and Power, Commercial Power",Other Biomass,"1,663"
2001,1,MD,"Combined Heat and Power, Commercial Power",Other,14
2001,1,MD,"Combined Heat and Power, Commercial Power",Total,"2,735"
2001,1,MD,"Combined Heat and Power, Industrial Power",Petroleum,0
2001,1,MD,"Combined Heat and Power, Industrial Power",Natural Gas,"4,750"
2001,1,MD,"Combined Heat and Power, Industrial Power",Total,"4,750"
2001,1,ME,Total Electric Power Industry,Coal,"54,403"
2001,1,ME,Total Electric Power Industry,Petroleum,"444,656"
2001,1,ME,Total Electric Power Industry,Natural Gas,"504,401"
2001,1,ME,Total Electric Power Industry,Other Gases,0
2001,1,ME,Total Electric Power Industry,Hydroelectric Conventional,"261,001"
2001,1,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"326,854"
2001,1,ME,Total Electric Power Industry,Other Biomass,"21,247"
